iata;type;name;coordinates;timezone;parent_name;City
WAU;city;Wauchope;-31.4573701:152.7325727;Australia/Darwin;Australia;Wauchope
KYB;city;Yangoonabie;-31.47:130.07;Australia/Lord_Howe;Australia;Yangoonabie
KYI;city;Yalata Mission;-31.47:131.82;Australia/Darwin;Australia;Yalata Mission
CAZ;city;Cobar;-31.4979708:145.8381988;Australia/Sydney;Australia;Cobar
UIR;city;Quirindi;-31.5077986:150.680106;Australia/Sydney;Australia;Quirindi
GSN;city;Mount Gunson;-31.5174666:137.1119996;Australia/Adelaide;Australia;Mount Gunson
UAQ;city;San Juan;-31.5272732:-68.5214081;America/Argentina/Cordoba;Argentina;San Juan
LDH;city;Lord Howe Island;-31.5314822:159.0701995;Australia/Lord_Howe;Australia;Lord Howe Island
WIO;city;Wilcannia;-31.5589673:143.3784767;Australia/Sydney;Australia;Wilcannia
NYN;city;Nyngan;-31.5630285:147.1961571;Australia/Sydney;Australia;Nyngan
UTT;city;Umtata;-31.58637:28.79002;Africa/Johannesburg;South Africa;Umtata
JOH;city;Port Saint Johns;-31.61:29.52;Africa/Johannesburg;South Africa;Port Saint Johns
SFN;city;Santa Fe;-31.6323891:-60.6994591;America/Argentina/Cordoba;Argentina;Santa Fe
VRE;city;Vredendal;-31.64:18.54;Africa/Johannesburg;South Africa;Vredendal
EUC;city;Eucla;-31.6876641:128.8674234;Australia/Eucla;Australia;Eucla
PRA;city;Parana;-31.7413197:-60.5115471;America/Argentina/Cordoba;Argentina;Parana
VCH;city;Vichadero;-31.77:-54.62;America/Montevideo;Uruguay;Vichadero
PET;city;Pelotas;-31.771132:-52.3430856;America/Sao_Paulo;Brazil;Pelotas
CLH;city;Coolah;-31.8241308:149.7197589;Australia/Sydney;Australia;Coolah
HWK;city;Hawker;-31.85:138.47;Australia/Adelaide;Australia;Hawker
TRO;city;Taree;-31.9:152.45;Australia/Sydney;Australia;Taree
CRJ;city;Coorabie;-31.9016172:132.2969775;Australia/Adelaide;Australia;Coorabie
KQB;city;Koonibba;-31.9127395:133.4573316;Australia/Adelaide;Australia;Koonibba
UTW;city;Queenstown;-31.92:26.88;Africa/Johannesburg;South Africa;Queenstown
PEY;city;Penong;-31.927824:133.0057433;Australia/Adelaide;Australia;Penong
VDR;city;Villa Dolores;-31.944437:-65.1921082;America/Argentina/Cordoba;Argentina;Villa Dolores
PER;city;Perth;-31.9522222:115.8588889;Australia/Perth;Australia;Perth
BHQ;city;Broken Hill;-31.9558583:141.4651361;Australia/Broken_Hill;Australia;Broken Hill
RTS;city;Rottnest Island;-31.9969253:115.5400441;Australia/Perth;Australia;Rottnest Island
TAW;city;Tacuarembo;-32.0106717:-55.6689636;America/Montevideo;Uruguay;Tacuarembo
RIG;city;Rio Grande;-32.0319414:-52.0996074;America/Recife;Brazil;Rio Grande
NSO;city;Scone;-32.0506991:150.867872;Australia/Sydney;Australia;Scone
CED;city;Ceduna;-32.1267343:133.6737784;Australia/Adelaide;Australia;Ceduna
CDO;city;Cradock;-32.16:25.65;Africa/Johannesburg;South Africa;Cradock
FOT;city;Forster;-32.1802374:152.5115022;Australia/Adelaide;Australia;Forster
NSM;city;Norseman;-32.1985676:121.7812684;Australia/Perth;Australia;Norseman
PDU;city;Paysandu;-32.2216595:-57.4627259;America/Montevideo;Uruguay;Paysandu
DBO;city;Dubbo;-32.2569444:148.6011111;Australia/Sydney;Australia;Dubbo
CGV;city;Caiguna;-32.2705514:125.4868709;Australia/Perth;Australia;Caiguna
UTE;city;Butterworth;-32.32:28.2;Africa/Johannesburg;South Africa;Butterworth
MLZ;city;Melo;-32.34:-54.22;America/Montevideo;Uruguay;Melo
PUG;city;Port Augusta;-32.4924399:137.7628176;Australia/Adelaide;Australia;Port Augusta
SIX;city;Singleton;-32.5666667:151.1666667;Australia/Darwin;Australia;Singleton
DGE;city;Mudgee;-32.5905208:149.5887613;Australia/Sydney;Australia;Mudgee
PTE;city;Port Stephens;-32.6939808:152.0666;Australia/Sydney;Australia;Port Stephens
MTL;city;Maitland;-32.7336636:151.5576677;Australia/Adelaide;Australia;Maitland
SSD;city;San Felipe;-32.75:-70.7;America/Bogota;Colombia;San Felipe
KBY;city;Streaky Bay;-32.7957779:134.2114395;Australia/Adelaide;Australia;Streaky Bay
CES;city;Cessnock;-32.8345782:151.3564619;Australia/Sydney;Australia;Cessnock
LOB;city;Los Andes;-32.835159:-70.595238;America/Santiago;Chile;Los Andes
MIN;city;Minnipa;-32.8578511:135.1555674;Australia/Adelaide;Australia;Minnipa
MDZ;city;Mendoza;-32.890183:-68.8440498;America/Argentina/Mendoza;Argentina;Mendoza
BIY;city;Bisho;-32.9:27.28;Africa/Johannesburg;South Africa;Bisho
NTL;city;Newcastle;-32.9166667:151.75;Australia/Sydney;Australia;Newcastle
PHJ;city;Port Hunter;-32.92:151.77;Australia/Sydney;Australia;Port Hunter
NRG;city;Narrogin;-32.9346838:117.1764315;Australia/Perth;Australia;Narrogin
ROS;city;Rosario;-32.9507408:-60.6665001;America/Argentina/Salta;Argentina;Rosario
SDB;city;Saldanha Bay;-32.97:18.16;Africa/Johannesburg;South Africa;Saldanha Bay
ELS;city;East London;-32.9833333:27.8666667;Africa/Johannesburg;South Africa;East London
KNA;city;Vina del Mar;-33.0:-71.5166667;America/Santiago;Chile;Vina del Mar
GHU;city;Gualeguaychu;-33.0150185:-58.5192451;America/Argentina/Cordoba;Argentina;Gualeguaychu
WYA;city;Whyalla;-33.0343994:137.5849148;Australia/Adelaide;Australia;Whyalla
WUD;city;Wudinna;-33.0465196:135.4599929;Australia/Adelaide;Australia;Wudinna
DZO;city;Durazno;-33.0784491:-56.0249982;America/Montevideo;Uruguay;Durazno
CBX;city;Condobolin;-33.0889514:147.1510598;Australia/Sydney;Australia;Condobolin
RCU;city;Rio Cuarto;-33.132019:-64.3496704;America/Argentina/Cordoba;Argentina;Rio Cuarto
VAP;city;Valparaiso;-33.1324036:-71.5486562;America/Santiago;Chile;Valparaiso
PKE;city;Parkes;-33.1378642:148.1748388;Australia/Sydney;Australia;Parkes
PPI;city;Port Pirie;-33.1770846:138.0100573;Australia/Adelaide;Australia;Port Pirie
TYT;city;Treinta-y-Tres;-33.23148:-54.37455;America/Santo_Domingo;Uruguay;Treinta-y-Tres
CUG;city;Cudal;-33.286572:148.7393314;Australia/Sydney;Australia;Cudal
LUQ;city;San Luis;-33.2995605:-66.3491821;America/Argentina/Buenos_Aires;Argentina;San Luis
BUY;city;Bunbury;-33.34:115.642;Australia/Perth;Australia;Bunbury
CIE;city;Collie;-33.3588705:116.1540412;Australia/Perth;Australia;Collie
OAG;city;Orange;-33.38:149.13;Australia/Sydney;Australia;Orange
FRB;city;Forbes;-33.3853703:148.0080124;Australia/Sydney;Australia;Forbes
SCL;city;Santiago;-33.4166667:-70.55;America/Santiago;Chile;Santiago
BHS;city;Bathurst;-33.4166667:149.5666667;Australia/Darwin;Australia;Bathurst
GOS;city;Gosford;-33.42502:151.3422194;Australia/Sydney;Australia;Gosford
LOC;city;Lock;-33.54:135.69;Australia/Adelaide;Australia;Lock
RVT;city;Ravensthorpe;-33.581611:120.0481056;;Australia;Ravensthorpe
AFD;city;Port Alfred;-33.6:26.8833333;Africa/Johannesburg;South Africa;Port Alfred
OUH;city;Oudtshoorn;-33.61:22.19;Africa/Johannesburg;South Africa;Oudtshoorn
VME;city;Villa Mercedes;-33.6754417:-65.4580688;America/Argentina/San_Luis;Argentina;Villa Mercedes
CCW;city;Cowell;-33.6836181:136.9249075;Australia/Adelaide;Australia;Cowell
BQB;city;Bussellton;-33.6859928:115.4003008;Australia/Perth;Australia;Bussellton
KNI;city;Katanning;-33.6901492:117.5560502;Australia/Perth;Australia;Katanning
CVC;city;Cleve;-33.701476:136.4931241;Australia/Adelaide;Australia;Cleve
WGZ;city;Manly;-33.7985209:151.2861201;;Australia;Manly
ROD;city;Robertson;-33.8:19.8833333;Africa/Johannesburg;South Africa;Robertson
CWT;city;Cowra;-33.8347103:148.6912183;Australia/Sydney;Australia;Cowra
EPR;city;Esperance;-33.8594128:121.8932484;Australia/Perth;Australia;Esperance
SYD;city;Sydney;-33.8689009:151.2070914;Australia/Sydney;Australia;Sydney
GFE;city;Grenfell;-33.8937763:148.1614604;Australia/Sydney;Australia;Grenfell
WWY;city;West Wyalong;-33.9235028:147.2052839;Australia/Sydney;Australia;West Wyalong
CPT;city;Cape Town;-33.9248685:18.4240553;Africa/Johannesburg;South Africa;Cape Town
MGV;city;Margaret River Station;-33.93:115.1;Australia/Eucla;Australia;Margaret River Station
PLZ;city;Port Elizabeth;-33.93264:25.56995;Africa/Johannesburg;South Africa;Port Elizabeth
MQZ;city;Margaret River;-33.9536762:115.0735653;+0.0;Australia;Margaret River
GRJ;city;George;-33.9666667:22.45;Africa/Johannesburg;South Africa;George
PBZ;city;Plettenberg Bay;-34.05:23.3666667;Africa/Johannesburg;South Africa;Plettenberg Bay
CDU;city;Camden;-34.0542181:150.6956019;Australia/Sydney;Australia;Camden
CYR;city;Colonia;-34.1498616:-57.4627259;America/Argentina/Buenos_Aires;Uruguay;Colonia
RMK;city;Renmark;-34.1666667:140.7333333;Australia/Adelaide;Australia;Renmark
MZY;city;Mossel Bay;-34.1833333:22.1333333;Africa/Johannesburg;South Africa;Mossel Bay
MQL;city;Mildura;-34.2063006:142.1358321;Australia/Melbourne;Australia;Mildura
MJP;city;Manjimup;-34.2418403:116.1455942;Australia/Perth;Australia;Manjimup
GFF;city;Griffith;-34.2872974:146.0458369;Australia/Sydney;Australia;Griffith
NGA;city;Young;-34.3142198:148.2977066;Australia/Sydney;Australia;Young
WOL;city;Wollongong;-34.4166667:150.8833333;Australia/Sydney;Australia;Wollongong
TEM;city;Temora;-34.4469495:147.5337637;Australia/Sydney;Australia;Temora
HXX;city;Hay;-34.509313:144.8435657;Australia/Sydney;Australia;Hay
JNI;city;Junin;-34.5822105:-60.9494019;America/Argentina/Buenos_Aires;Argentina;Junin
RBC;city;Robinvale;-34.5843257:142.772128;Australia/Lindeman;Australia;Robinvale
BUE;city;Buenos Aires;-34.6084175:-58.3731613;America/Argentina/Buenos_Aires;Argentina;Buenos Aires
AFA;city;San Rafael;-34.6131516:-68.341011;America/Argentina/Mendoza;Argentina;San Rafael
EPA;city;El Palomar;-34.6266731:-58.5943604;+0.0;Argentina;El Palomar
CMD;city;Cootamundra;-34.6389301:148.0243821;Australia/Sydney;Australia;Cootamundra
BZD;city;Balranald;-34.6394729:143.5629803;Australia/Sydney;Australia;Balranald
RLO;city;Merlo;-34.6685004:-58.7282483;;Argentina;Merlo
PLO;city;Port Lincoln;-34.7195321:135.8574623;Australia/Adelaide;Australia;Port Lincoln
GUL;city;Goulburn;-34.7547222:149.7186111;Australia/Sydney;Australia;Goulburn
XML;city;Minlaton;-34.7698951:137.595917;Australia/Adelaide;Australia;Minlaton
NOA;city;Nowra;-34.8746265:150.6029082;Australia/Sydney;Australia;Nowra
MVD;city;Montevideo;-34.8836111:-56.1819444;America/Montevideo;Uruguay;Montevideo
PDP;city;Maldonado;-34.9:-54.95;America/Montevideo;Uruguay;Maldonado
LPG;city;La Plata;-34.9173012:-57.9501305;America/Argentina/Buenos_Aires;Argentina;La Plata
ADL;city;Adelaide;-34.9286212:138.5999594;Australia/Adelaide;Australia;Adelaide
FLC;city;Falls Creek;-34.98:150.6;Australia/Hobart;Australia;Falls Creek
ORR;city;Yorketown;-35.0190402:137.604941;Australia/Adelaide;Australia;Yorketown
ALH;city;Albany;-35.0238227:117.8847286;Australia/Perth;Australia;Albany
VGS;city;General Villegas;-35.03265:-63.0175781;America/Argentina/Buenos_Aires;Argentina;General Villegas
OYN;city;Ouyen;-35.0706191:142.3149438;Australia/Melbourne;Australia;Ouyen
WGA;city;Wagga Wagga;-35.1155492:147.3694772;Australia/Sydney;Australia;Wagga Wagga
KAT;city;Kaitaia;-35.1173296:173.2675593;Pacific/Auckland;New Zealand;Kaitaia
KKE;city;Kerikeri;-35.2286099:173.9477921;Pacific/Auckland;New Zealand;Kerikeri
WGN;city;Waitangi;-35.2705915:174.0796536;Pacific/Auckland;New Zealand;Waitangi
TUM;city;Tumut;-35.3010668:148.2239419;Australia/Sydney;Australia;Tumut
CBR;city;Canberra;-35.3080556:149.1244444;Australia/Sydney;Australia;Canberra
SWH;city;Swan Hill;-35.3405225:143.5614347;Australia/Melbourne;Australia;Swan Hill
KKO;city;Kaikohe;-35.4071941:173.8039261;Pacific/Auckland;New Zealand;Kaikohe
TLX;city;Talca;-35.423199:-71.66008;America/Santiago;Chile;Talca
LGS;city;Malargue;-35.4721298:-69.5808716;America/Argentina/Mendoza;Argentina;Malargue
DNQ;city;Deniliquin;-35.52314:144.9823858;Australia/Sydney;Australia;Deniliquin
FLY;city;Finley;-35.6379851:145.5799367;Australia/Sydney;Australia;Finley
KGC;city;Kingscote;-35.656624:137.6383557;Australia/Adelaide;Australia;Kingscote
GPO;city;General Pico;-35.6569519:-63.7545471;America/Argentina/Salta;Argentina;General Pico
PEA;city;Penneshaw;-35.7181963:137.9376978;Australia/Adelaide;Australia;Penneshaw
WRE;city;Whangarei;-35.7251117:174.323708;Pacific/Auckland;New Zealand;Whangarei
HTU;city;Hopetoun;-35.7277152:142.3635906;Australia/Perth;Australia;Hopetoun
KRA;city;Kerang;-35.7339959:143.9203427;Australia/Melbourne;Australia;Kerang
RCN;city;American River;-35.778454:137.772742;Australia/Adelaide;Australia;American River
PDN;city;Parndana;-35.7855553:137.2587623;Australia/Darwin;Australia;Parndana
PEH;city;Pehuajo;-35.8110008:-61.8956757;America/Argentina/Buenos_Aires;Argentina;Pehuajo
TCW;city;Tocumwal;-35.8116781:145.5673211;Australia/Sydney;Australia;Tocumwal
MYA;city;Moruya;-35.9093188:150.082377;Australia/Sydney;Australia;Moruya
DGR;city;Dargaville;-35.9401291:173.8691427;Pacific/Auckland;New Zealand;Dargaville
CWW;city;Corowa;-35.9975292:146.3912105;Australia/Melbourne;Australia;Corowa
ABX;city;Albury;-36.0807785:146.9164693;Australia/Sydney;Australia;Albury
ECH;city;Echuca;-36.1333333:144.75;Australia/Sydney;Australia;Echuca
CYG;city;Corryong;-36.1960059:147.9039936;Australia/Melbourne;Australia;Corryong
GBS;city;Port Fitzroy;-36.1972824:175.4169211;Pacific/Auckland;New Zealand;Port Fitzroy
GBZ;city;Great Barrier Island;-36.1972824:175.4169211;Pacific/Auckland;New Zealand;Great Barrier Island
OOM;city;Cooma;-36.2352845:149.1252802;Australia/Melbourne;Australia;Cooma
WKB;city;Warracknabeal;-36.2532468:142.3944798;Australia/Melbourne;Australia;Warracknabeal
PKL;city;Pakatoa Island;-36.35:174.15;Pacific/Auckland;New Zealand;Pakatoa Island
WGT;city;Wangaratta;-36.3543294:146.3256568;Australia/Melbourne;Australia;Wangaratta
SHT;city;Shepparton;-36.3833333:145.4;Australia/Melbourne;Australia;Shepparton
KUI;city;Kawau Island;-36.4180983:174.8620054;Pacific/Auckland;New Zealand;Kawau Island
KWU;city;Mansion House;-36.4276844:174.8183382;Pacific/Auckland;New Zealand;Mansion House
SST;city;Santa Teresita;-36.5437544:-56.702013;America/Argentina/Buenos_Aires;Argentina;Santa Teresita
BLN;city;Benalla;-36.5514956:145.9817019;Australia/Perth;Australia;Benalla
YAI;city;Chillan;-36.6:-72.1166667;America/Santiago;Chile;Chillan
RSA;city;Santa Rosa;-36.6226883:-64.2859268;America/Argentina/Cordoba;Argentina;Santa Rosa
HSM;city;Horsham;-36.7:142.2;Australia/Adelaide;Australia;Horsham
MBF;city;Mount Buffalo;-36.7211485:146.8180363;Australia/Melbourne;Australia;Mount Buffalo
BRJ;city;Bright;-36.7301986:146.9608956;Australia/Adelaide;Australia;Bright
BXG;city;Bendigo;-36.7587112:144.2837459;+10.0;Australia;Bendigo
CMV;city;Coromandel;-36.761287:175.4981278;Pacific/Auckland;New Zealand;Coromandel
WIK;city;Surfdale;-36.7949042:175.0291781;Pacific/Auckland;New Zealand;Surfdale
WTZ;city;Whitianga;-36.8218293:175.7004402;Pacific/Auckland;New Zealand;Whitianga
CCP;city;Concepcion;-36.8281944:-73.0513694;America/Santiago;Chile;Concepcion
AKL;city;Auckland;-36.8484597:174.7633315;Pacific/Auckland;New Zealand;Auckland
MIM;city;Merimbula;-36.8880112:149.9063277;Australia/Sydney;Australia;Merimbula
OVR;city;Olavarria;-36.8920898:-60.3149414;+0.0;Argentina;Olavarria
NAC;city;Naracoorte;-36.9550218:140.7430918;Australia/Adelaide;Australia;Naracoorte
AMZ;city;Ardmore;-37.0321395:174.9793777;Pacific/Auckland;New Zealand;Ardmore
MHU;city;Mount Hotham;-37.05:147.33;Australia/Melbourne;Australia;Mount Hotham
SWC;city;Stawell;-37.0563701:142.7804418;Australia/Melbourne;Australia;Stawell
TMZ;city;Thames;-37.1384423:175.5413497;Pacific/Auckland;New Zealand;Thames
VLG;city;Villa Gesell;-37.2633972:-56.9732704;America/Argentina/Buenos_Aires;Argentina;Villa Gesell
ARY;city;Ararat;-37.2822621:142.9299786;Australia/Melbourne;Australia;Ararat
TDL;city;Tandil;-37.3178101:-59.1503906;America/Argentina/Buenos_Aires;Argentina;Tandil
HOS;city;Chos Malal;-37.3793945:-70.2700043;America/Argentina/Salta;Argentina;Chos Malal
RDS;city;Rincon de los Sauces;-37.3865623:-68.9177094;America/Argentina/Ushuaia;Argentina;Rincon de los Sauces
CSZ;city;Coronel Suarez;-37.4559517:-61.9307251;+0.0;Argentina;Coronel Suarez
LSQ;city;Los Angeles;-37.465939:-72.352043;America/Santiago;Chile;Los Angeles
XMC;city;Mallacoota;-37.5575809:149.755609;Australia/Melbourne;Australia;Mallacoota
MLR;city;Millicent;-37.5949432:140.3536982;Australia/Adelaide;Australia;Millicent
HLT;city;Hamilton;-37.65:142.07;Australia/Adelaide;Australia;Hamilton
TRG;city;Tauranga;-37.6877975:176.1651295;Pacific/Auckland;New Zealand;Tauranga
RBS;city;Orbost;-37.7071796:148.4549611;Australia/Melbourne;Australia;Orbost
HLZ;city;Hamilton;-37.7870012:175.279253;Pacific/Auckland;New Zealand;Hamilton
RAG;city;Raglan;-37.8014057:174.8717945;Pacific/Auckland;New Zealand;Raglan
MTA;city;Matamata;-37.8108803:175.7764607;Pacific/Auckland;New Zealand;Matamata
MEL;city;Melbourne;-37.8131869:144.9629796;Australia/Melbourne;Australia;Melbourne
BSJ;city;Bairnsdale;-37.8245772:147.6317185;Australia/Melbourne;Australia;Bairnsdale
MGB;city;Mount Gambier;-37.8294444:140.7827778;Australia/Adelaide;Australia;Mount Gambier
CVH;city;Caviahue;-37.8775406:-71.0746307;America/Argentina/Salta;Argentina;Caviahue
CCT;city;Colonia Catriel;-37.91:-67.83;America/Argentina/Salta;Argentina;Colonia Catriel
KSV;city;Springvale;-37.9519166:145.1521142;Australia/Perth;Australia;Springvale
WHK;city;Whakatane;-37.9650195:176.9743248;Pacific/Auckland;New Zealand;Whakatane
MDQ;city;Mar Del Plata;-37.9798584:-57.5897942;America/Argentina/Buenos_Aires;Argentina;Mar Del Plata
MBW;city;Mentone;-37.981903:145.064728;Australia/Melbourne;Australia;Mentone
LCP;city;Loncopue;-38.0676308:-70.6173706;America/Argentina/Salta;Argentina;Loncopue
SXE;city;Sale;-38.1:147.0666667;Australia/Melbourne;Australia;Sale
ROT;city;Rotorua;-38.1368478:176.2497461;Pacific/Auckland;New Zealand;Rotorua
AVV;city;Geelong;-38.1485437:144.3613479;-10.0;Australia;Geelong
THH;city;Taharoa;-38.1507329:174.738752;Pacific/Auckland;New Zealand;Taharoa
TGN;city;Traralgon;-38.1971087:146.534618;Australia/Melbourne;Australia;Traralgon
TKZ;city;Tokoroa;-38.2179652:175.8705786;Pacific/Auckland;New Zealand;Tokoroa
ZIC;city;Victoria;-38.236969:-72.333382;+4.0;Chile;Victoria
MJR;city;Miramar;-38.2653809:-57.8512611;America/Argentina/Buenos_Aires;Argentina;Miramar
XCO;city;Colac;-38.3400445:143.5844382;Australia/Melbourne;Australia;Colac
OYO;city;Tres Arroyos;-38.3763123:-60.2781296;America/Argentina/Buenos_Aires;Argentina;Tres Arroyos
WMB;city;Warrnambool;-38.38:142.48;Australia/Melbourne;Australia;Warrnambool
NEC;city;Necochea;-38.5544968:-58.7396088;America/Argentina/Buenos_Aires;Argentina;Necochea
GIS;city;Gisborne;-38.662334:178.017649;Pacific/Auckland;New Zealand;Gisborne
WHL;city;Welshpool;-38.68:146.45;Australia/Melbourne;Australia;Welshpool
TUO;city;Taupo;-38.6856924:176.0702098;Pacific/Auckland;New Zealand;Taupo
BHI;city;Bahia Blanca;-38.7116776:-62.2680779;America/Argentina/Buenos_Aires;Argentina;Bahia Blanca
ZCO;city;Temuco;-38.75:-72.6666667;America/Santiago;Chile;Temuco
APZ;city;Zapala;-38.9023615:-70.0653405;America/Argentina/Salta;Argentina;Zapala
CUT;city;Cutral;-38.939926:-69.2709912;America/Argentina/Salta;Argentina;Cutral
NQN;city;Neuquen;-38.9492798:-68.0658112;America/Argentina/Salta;Argentina;Neuquen
GNR;city;General Roca;-39.0267525:-67.5751724;America/Argentina/Salta;Argentina;General Roca
WIR;city;Wairoa;-39.035173:177.4180311;Pacific/Auckland;New Zealand;Wairoa
NPL;city;New Plymouth;-39.0556253:174.0752278;Pacific/Auckland;New Zealand;New Plymouth
ZPC;city;Pucon;-39.277458:-71.968437;+4.0;Chile;Pucon
NPE;city;Napier;-39.4928444:176.9120178;Pacific/Auckland;New Zealand;Napier
ZAL;city;Valdivia;-39.824288:-73.213339;America/Santiago;Chile;Valdivia
KNS;city;King Island;-39.8753477:143.9370758;Australia/Lindeman;Australia;King Island
WAG;city;Wanganui;-39.9300887:175.0478901;Pacific/Auckland;New Zealand;Wanganui
FLS;city;Flinders Island;-39.9836386:148.052689;Australia/Adelaide;Australia;Flinders Island
MUY;city;Mouyondzi;-4.01:13.97;Africa/Brazzaville;Republic of the Congo;Mouyondzi
TCJ;city;Torembi;-4.02:143.13;Pacific/Port_Moresby;Papua New Guinea;Torembi
MKN;city;Malekolon;-4.02:153.65;Pacific/Port_Moresby;Papua New Guinea;Malekolon
WET;city;Wagethe;-4.05:136.27;Asia/Jayapura;Indonesia;Wagethe
AGG;city;Angoram;-4.05:144.07;Pacific/Port_Moresby;Papua New Guinea;Angoram
MBA;city;Mombasa;-4.05:39.6666667;Africa/Nairobi;Kenya;Mombasa
CIZ;city;Coari;-4.0848815:-63.1417092;America/Santarem;Brazil;Coari
WMX;city;Wamena;-4.1:138.96;Asia/Jayapura;Indonesia;Wamena
AMF;city;Ama;-4.1:141.67;Pacific/Port_Moresby;Papua New Guinea;Ama
TCK;city;Tinboli;-4.1:143.38;Pacific/Port_Moresby;Papua New Guinea;Tinboli
AWR;city;Awar;-4.12:144.85;Pacific/Port_Moresby;Papua New Guinea;Awar
MGP;city;Manga;-4.13:153.02;Asia/Baghdad;Papua New Guinea;Manga
NKY;city;Nkayi;-4.1828379:13.2865504;Africa/Harare;Republic of the Congo;Nkayi
RAB;city;Rabaul;-4.1986111:152.1725;Pacific/Port_Moresby;Papua New Guinea;Rabaul
DIS;city;Loubomo;-4.2:12.6666667;Africa/Brazzaville;Republic of the Congo;Loubomo
TBE;city;Timbunke;-4.2:143.52;Pacific/Port_Moresby;Papua New Guinea;Timbunke
RAA;city;Rakanda;-4.2:152.42;Pacific/Port_Moresby;Papua New Guinea;Rakanda
LET;city;Leticia;-4.205429:-69.932808;America/Bogota;Colombia;Leticia
AUJ;city;Ambunti;-4.22:142.82;Pacific/Port_Moresby;Papua New Guinea;Ambunti
TBT;city;Tabatinga;-4.26:-69.94;America/Noronha;Brazil;Tabatinga
BZV;city;Brazzaville;-4.2666667:15.2833333;Africa/Brazzaville;Republic of the Congo;Brazzaville
ITB;city;Itaituba;-4.2691317:-55.989677;America/Manaus;Brazil;Itaituba
UKA;city;Ukunda;-4.3:39.57;;Kenya;Ukunda
PFR;city;Ilebo;-4.3166667:20.6;Africa/Lubumbashi;Democratic Republic of the Congo;Ilebo
FIH;city;Kinshasa;-4.320836:15.29866;Africa/Kinshasa;Democratic Republic of the Congo;Kinshasa
PRI;city;Praslin Island;-4.3325908:55.7467259;Indian/Mahe;Seychelles;Praslin Island
MRR;city;Macara;-4.3786936:-79.9402085;America/Guayaquil;Ecuador;Macara
LOI;city;Lontras;-4.38:-51.92;;Brazil;Lontras
RBB;city;Borba;-4.3883539:-59.5944863;America/Manaus;Brazil;Borba
BAN;city;Basongo;-4.396089:20.3993969;Africa/Lubumbashi;Democratic Republic of the Congo;Basongo
KCD;city;Kamur;-4.4:136.68;Europe/Istanbul;Indonesia;Kamur
HAZ;city;Hatzfeldthaven;-4.4:145.2;Pacific/Port_Moresby;Papua New Guinea;Hatzfeldthaven
